#Krokmoudeface
(-3.14000000000000, 1.13000000000000)
(-2.96000000000000, 1.12000000000000)
(-2.68000000000000, 0.990000000000001)
(-2.52000000000000, 0.840000000000001)
(-2.32000000000000, 0.890000000000001)
(-2.17000000000000, 0.890000000000001)
(-2.02000000000000, 0.830000000000001)
(-1.99000000000000, 0.720000000000001)
(-1.90000000000000, 0.780000000000001)
(-1.66000000000000, 0.780000000000001)
(-1.47000000000000, 0.690000000000001)
(-1.40000000000000, 0.560000000000001)
(-1.15000000000000, 0.690000000000001)
(-0.880000000000001, 0.660000000000001)
(-0.580000000000001, 0.470000000000000)
(-0.180000000000000, 0.540000000000001)
(0.560000000000001, 0.420000000000000)
(-0.0300000000000000, 0.910000000000001)
(-0.720000000000001, 1.19000000000000)
(-1.40000000000000, 1.32000000000000)
(-2.51000000000000, 1.33000000000000)
(-3.17000000000000, 1.38000000000000)
(-3.93000000000000, 1.58000000000000)
(-4.56000000000000, 1.80000000000000)
(-5.40000000000001, 2.17000000000000)
(-6.24000000000001, 2.39000000000000)
(-6.80000000000001, 2.47000000000000)
(-7.34000000000001, 2.45000000000000)
(-8.23000000000001, 2.16000000000000)
(-7.50000000000001, 2.08000000000000)
(-7.17000000000001, 1.97000000000000)
(-6.77000000000001, 1.78000000000000)
(-6.33000000000001, 1.71000000000000)
(-6.11000000000001, 1.53000000000000)
(-5.89000000000001, 1.59000000000000)
(-5.60000000000001, 1.52000000000000)
(-5.46000000000001, 1.42000000000000)
(-5.29000000000001, 1.48000000000000)
(-5.06000000000000, 1.42000000000000)
(-4.89000000000001, 1.29000000000000)
(-4.51000000000001, 1.37000000000000)
(-4.05000000000000, 1.37000000000000)
(-4.14000000000000, 0.990000000000001)
(-4.01000000000000, 0.750000000000001)
(-3.55000000000000, 0.570000000000001)
(-3.29000000000000, 0.780000000000001)
(-3.20000000000000, 1.00000000000000)
(-3.14000000000000, 1.13000000000000)
