#Montagne
(-1.70000000000000, -2.75000000000000)
(-1.44000000000000, -2.28000000000000)
(-0.840000000000001, -2.02000000000000)
(-1.02000000000000, -1.28000000000000)
(-1.00000000000000, -0.680000000000001)
(-0.860000000000001, 0.0200000000000000)
(-0.840000000000001, 0.470000000000000)
(-0.300000000000000, 1.24000000000000)
(-0.380000000000000, 3.33000000000000)
(-0.550000000000001, 4.44000000000001)
(-0.460000000000001, 4.82000000000001)
(-0.270000000000000, 4.98000000000001)
(-0.360000000000000, 5.44000000000001)
(-0.210000000000000, 5.90000000000001)
(0.0700000000000001, 6.54000000000001)
(0.320000000000000, 6.84000000000001)
(0.390000000000000, 7.56000000000001)
(0.240000000000000, 8.42000000000001)
(0.200000000000000, 9.60000000000001)
(0.0200000000000000, 10.2500000000000)
(0.220000000000000, 10.6600000000000)
(0.230000000000000, 11.5900000000000)
(0.380000000000000, 11.9000000000000)
(0.310000000000000, 12.8600000000000)
(0.500000000000001, 13.0000000000000)
(0.600000000000001, 13.3000000000000)
(0.580000000000001, 13.6000000000000)
(0.520000000000001, 13.7400000000000)
(0.770000000000001, 13.6400000000000)
(0.930000000000001, 13.6200000000000)
(0.930000000000001, 13.4600000000000)
(0.960000000000001, 13.1100000000000)
(1.13000000000000, 12.8200000000000)
(1.13000000000000, 12.0000000000000)
(1.40000000000000, 11.1200000000000)
(1.42000000000000, 10.9700000000000)
(1.58000000000000, 10.8700000000000)
(1.73000000000000, 10.6000000000000)
(1.81000000000000, 9.66000000000001)
(1.88000000000000, 9.53000000000001)
(1.97000000000000, 8.40000000000001)
(2.25000000000000, 8.20000000000001)
(2.25000000000000, 7.71000000000001)
(2.43000000000000, 7.66000000000001)
(2.72000000000000, 7.39000000000001)
(2.85000000000000, 6.63000000000001)
(3.02000000000000, 5.11000000000001)
(3.24000000000000, 5.08000000000001)
(3.40000000000000, 4.85000000000000)
(3.58000000000000, 4.70000000000001)
(3.73000000000000, 3.53000000000000)
(4.26000000000000, 3.43000000000000)
(4.26000000000000, 3.32000000000000)
(4.40000000000001, 3.20000000000000)
(4.50000000000001, 2.50000000000000)
(4.61000000000001, 1.88000000000000)
(4.73000000000001, 0.900000000000001)
(5.12000000000001, 0.530000000000001)
(5.21000000000001, 0.170000000000000)
(5.28000000000001, -0.810000000000001)
(5.20000000000001, -0.910000000000001)
(5.27000000000001, -1.86000000000000)
(5.49000000000001, -1.97000000000000)
(5.61000000000001, -2.13000000000000)
(5.68000000000001, -2.95000000000000)
(5.37000000000001, -4.09000000000000)
(5.01000000000001, -4.07000000000000)
(4.96000000000001, -4.18000000000000)
(4.81000000000000, -4.05000000000000)
(4.67000000000001, -4.69000000000001)
(2.48000000000000, -4.80000000000001)
(1.79000000000000, -3.63000000000000)
(1.06000000000000, -3.45000000000000)
(0.840000000000001, -3.15000000000000)
(0.360000000000000, -3.14000000000000)
(-0.370000000000000, -2.76000000000000)
(-0.630000000000001, -3.21000000000000)
(-1.50000000000000, -3.01000000000000)
(-1.99000000000000, -2.71000000000000)
