#poisson
(6.86000000000001, 5.99000000000001)
(6.98000000000001, 5.90000000000001)
(7.21000000000001, 5.88000000000001)
(7.30000000000001, 5.77000000000001)
(7.42000000000001, 5.89000000000001)
(7.56000000000001, 5.83000000000001)
(7.56000000000001, 5.91000000000001)
(7.68000000000001, 5.95000000000001)
(7.84000000000001, 5.83000000000001)
(7.86000000000001, 6.00000000000000)
(8.02000000000001, 6.03000000000001)
(8.10000000000001, 5.95000000000001)
(8.24000000000001, 5.86000000000001)
(8.20000000000001, 6.00000000000000)
(8.21000000000001, 6.16000000000001)
(8.26000000000001, 6.33000000000001)
(8.13000000000001, 6.27000000000001)
(8.04000000000001, 6.15000000000001)
(7.85000000000001, 6.17000000000001)
(7.85000000000001, 6.24000000000001)
(7.73000000000001, 6.20000000000001)
(7.53000000000001, 6.21000000000001)
(7.41000000000001, 6.27000000000001)
(7.35000000000001, 6.34000000000001)
(7.20000000000001, 6.20000000000001)
(7.05000000000001, 6.15000000000001)
(6.90000000000001, 6.09000000000001)
(6.85000000000001, 6.05000000000001)
