#Aile Droite#
(11.2, 2.8)
(11.18, 3.09)
(10.99, 3.35)
(10.61, 3.9)
(10.48, 4.52)
(10.54, 5.1)
(10.68, 6.02)
(10.39, 6.6)
(9.77, 7.44)
(9.05, 8.16)
(8.49, 8.6)
(7.64, 9.12)
(6.6, 9.6)
(5.53, 9.94)
(4.48, 10.17)
(3.41, 10.25)
(2.31, 10.21)
(2.99, 10.12)
(3.94, 9.73)
(4.55, 9.27)
(4.67, 8.96)
(4.52, 8.69)
(4.17, 8.45)
(4.59, 8.32)
(4.92, 8.04)
(5.11, 7.66)
(5.17, 7.21)
(5.02, 6.75)
(4.76, 6.46)
(5.38, 6.54)
(5.77, 6.42)
(6.15, 6.07)
(6.32, 5.63)
(6.26, 5.14)
(5.92, 4.7)
(6.4, 4.83)
(6.89, 4.8)
(7.28, 4.55)
(7.35, 4.13)
(7.11, 3.78)
(7.59, 3.84)
(8.09, 3.63)
(8.31, 3.13)
(8.34, 2.44)
