#Montagne3
(-14.9100000000000, -2.09000000000000)
(-15.0100000000000, -3.20000000000000)
(-15.0100000000000, -4.14000000000000)
(-14.9600000000000, -5.35000000000001)
(-14.5200000000000, -4.46000000000001)
(-14.6500000000000, -4.15000000000000)
(-14.4800000000000, -3.91000000000000)
(-14.6100000000000, -3.57000000000000)
(-14.6200000000000, -3.36000000000000)
(-14.7200000000000, -3.19000000000000)
(-14.7000000000000, -2.89000000000000)
(-14.5000000000000, -2.55000000000000)
(-14.3800000000000, -2.13000000000000)
(-14.9100000000000, -2.09000000000000)
