#Krokmou
(0.660000000000001, 1.71000000000000)
(1.15000000000000, 1.07000000000000)
(1.91000000000000, 0.550000000000001)
(2.79000000000000, 0.240000000000000)
(3.86000000000000, 0.0800000000000001)
(5.09000000000000, 0.180000000000000)
(6.30000000000001, 0.620000000000001)
(7.93000000000001, 1.47000000000000)
(7.96000000000001, 1.43000000000000)
(7.84000000000001, 1.35000000000000)
(7.96000000000001, 1.32000000000000)
(7.84000000000001, 1.22000000000000)
(8.01000000000001, 1.24000000000000)
(7.89000000000001, 1.08000000000000)
(8.04000000000001, 1.07000000000000)
(8.15000000000001, 1.18000000000000)
(8.27000000000001, 1.11000000000000)
(8.19000000000001, 1.04000000000000)
(8.34000000000001, 1.04000000000000)
(8.23000000000001, 0.900000000000001)
(8.45000000000001, 0.970000000000001)
(8.60000000000001, 1.04000000000000)
(9.11000000000001, 1.14000000000000)
(9.55000000000001, 1.46000000000000)
(9.95000000000001, 1.99000000000000)
(10.1000000000000, 1.99000000000000)
(10.0500000000000, 1.87000000000000)
(10.0400000000000, 1.58000000000000)
(9.94000000000001, 1.47000000000000)
(9.95000000000001, 1.34000000000000)
(10.0300000000000, 1.37000000000000)
(10.0700000000000, 1.32000000000000)
(10.2200000000000, 1.46000000000000)
(10.2600000000000, 1.44000000000000)
(10.2700000000000, 1.28000000000000)
(10.5000000000000, 1.47000000000000)
(10.5700000000000, 1.48000000000000)
(10.5800000000000, 1.26000000000000)
(10.6200000000000, 1.13000000000000)
(10.5600000000000, 1.04000000000000)
(10.6700000000000, 1.06000000000000)
(10.7300000000000, 1.05000000000000)
(10.6600000000000, 0.940000000000001)
(10.8000000000000, 1.00000000000000)
(10.8500000000000, 1.00000000000000)
(10.8400000000000, 0.880000000000001)
(11.0000000000000, 1.03000000000000)
(11.2300000000000, 1.46000000000000)
(11.2500000000000, 1.65000000000000)
(11.4000000000000, 1.80000000000000)
(11.6600000000000, 2.05000000000000)
(12.0000000000000, 2.20000000000000)
(12.3700000000000, 2.31000000000000)
(12.8100000000000, 2.38000000000000)
(13.5100000000000, 2.36000000000000)
(13.6600000000000, 2.42000000000000)
(13.6500000000000, 2.48000000000000)
(13.4600000000000, 2.55000000000000)
(13.7500000000000, 2.55000000000000)
(13.8800000000000, 2.59000000000000)
(13.9000000000000, 2.70000000000000)
(13.7600000000000, 2.93000000000000)
(13.4100000000000, 3.17000000000000)
(13.2400000000000, 3.25000000000000)
(12.9300000000000, 3.43000000000000)
(12.5200000000000, 3.66000000000000)
(12.5700000000000, 3.54000000000000)
(12.5100000000000, 3.55000000000000)
(12.5100000000000, 3.46000000000000)
(12.3600000000000, 3.51000000000000)
(12.3900000000000, 3.37000000000000)
(12.5400000000000, 3.21000000000000)
(12.0200000000000, 3.36000000000000)
(11.6500000000000, 3.36000000000000)
(11.6500000000000, 3.26000000000000)
(11.7400000000000, 3.15000000000000)
(11.9500000000000, 3.05000000000000)
(11.3500000000000, 3.07000000000000)
(11.1700000000000, 3.29000000000000)
(11.1300000000000, 3.55000000000000)
(11.2900000000000, 3.86000000000000)
(11.6900000000000, 4.19000000000000)
